_Glon,_Glat,_RAJ2000,_DEJ2000,recno,Name,EPA,GPA,Source,SimbadName,MASH,_RA,_DE,α_min,α_max,α_rango
16.3193213,-2.3132354,277.2325,-15.8216667,115,G016.3-02.3,168,50,MASH,PN G016.3-02.3,MASH,277.2325,-15.82167,0.8639087331867906,2.0979072566071184,1.2339985234203277
16.4157495,-0.9299216,276.00875,-15.0925,116,G016.4-00.9,139,20,MASH,PN G016.4-00.9,MASH,276.00875,-15.0925,0.6716104472180743,2.900413589324239,2.2288031421061647
16.5958857,3.1440095,272.4008333,-12.9994444,117,G016.6+03.1,90,151,MASH,PN G016.6+03.1,MASH,272.40083,-12.99944,0.9613056373500822,1.7602217349361775,0.7989160975860953
18.0326015,-2.2146756,277.9608333,-14.2577778,118,G018.0-02.2,56,118,MASH,PN G018.0-02.2,MASH,277.96083,-14.25778,0.698347027099289,2.803151330312405,2.104804303213116
18.5607275,-1.6289774,277.6766667,-13.5191667,119,G018.5-01.6,160,42,MASH,PN G018.5-01.6,MASH,277.67667,-13.51917,1.4536997449972329,1.995039872627305,0.5413401276300722
19.4227128,-13.6247963,289.2673625,-18.0269833,120,DeHt 3,13,73,DSS2,PN DeHt 3,MASH,289.26736,-18.02698,0.10105042720341186,3.0208529785578344,2.9198025513544223
19.870657,5.6629001,271.7491083,-8.9257778,121,CTS 1,102,163,CAM98,PN CTS 1,MASH,271.74911,-8.92578,1.2500013938244527,1.5904855166262224,0.34048412280176965
20.4433246,2.2556834,275.0641667,-10.0413889,122,G020.4+02.2,115,176,MASH,PN G020.4+02.2,MASH,275.06417,-10.04139,1.4846662934595438,1.9275231127107066,0.4428568192511628
20.9990593,-1.1246447,278.3705958,-11.1240028,123,M 1-51,29,92,CAM98,PN M 1-51,MASH,278.3706,-11.124,1.239586247373789,2.227640390733242,0.9880541433594527
21.7431376,-0.6726287,278.3115542,-10.2554028,124,M 3-55,57,120,CAM98,PN M 3-55,MASH,278.31155,-10.2554,1.2618878734862853,2.706942795213447,1.4450549217271615
21.8200882,-0.4778055,278.1720333,-10.0972306,125,M 3-28,2,64,DSS2,PN M 3-28,MASH,278.17203,-10.09723,1.5676564783842795,2.772515910574205,1.2048594321899257
22.1810834,-2.4086712,280.0843667,-10.6631028,126,M 1-57,137,20,CAM98,PN M 1-57,MASH,280.08437,-10.6631,0.6098293968279416,2.1697232423077146,1.559893845479773
22.0709805,-3.1852916,280.7374125,-11.11475,127,M 1-58,78,140,HST,PN M 1-58,MASH,280.73741,-11.11475,0.030738784769689276,1.6921124958335794,1.6613737110638902
22.5698862,1.0549088,277.1468417,-8.7230056,128,MaC 1-13,26,88,DSS2,PN MaC 1-13,MASH,277.14684,-8.72301,0.8490179308985506,2.646292597603664,1.7972746667051136
23.4401642,0.7453969,277.8316667,-8.0952778,129,G023.4+00.7,145,27,MASH,PN G023.4+00.7,MASH,277.83167,-8.09528,0.3124224787107541,2.9482204947921726,2.6357980160814183
23.9281491,-2.3441308,280.834075,-9.0801778,130,M 1-59,116,179,CAM98,PN M 1-59,MASH,280.83407,-9.08018,1.2625428859154741,2.2268503433732847,0.9643074574578105
24.1226624,3.8853624,275.3493792,-6.0321639,131,M 2-40,80,142,CAM98,PN M 2-40,MASH,275.34938,-6.03216,1.3825646324357614,2.2952928437470717,0.9127282113113102
24.2186907,5.9329318,273.5765,-4.98925,132,M 4-9,167,50,DSS2,PN M 4-9,MASH,273.5765,-4.98925,0.8624405953700528,2.0739229924944866,1.211482397124434
24.3669496,-3.3611692,281.9533292,-9.151925,133,Pe 1-17,45,108,CAM98,PN Pe 1-17,MASH,281.95333,-9.15192,0.890312199693135,3.0526335685389556,2.1623213688458205
24.4054652,-3.5441882,282.13625,-9.2005556,134,G024.4-03.5,60,122,MASH,PN G024.4-03.5,MASH,282.13625,-9.20056,1.5123122654765795,2.545738551429124,1.0334262859525447
25.0262097,-11.663521,289.8242458,-12.24355,135,A 60,103,166,DSS2,PN A66  60,MASH,289.82425,-12.24355,0.5313767661843469,2.4371195081714028,1.9057427419870558
25.4181559,-4.7142341,283.655025,-8.8275222,136,IC 1295,69,132,CAM98,IC 1295,MASH,283.65502,-8.82752,0.36566112790826155,2.8252099631729206,2.459548835264659
25.8587589,-17.9117848,295.9910167,-14.1533083,137,NGC 6818,13,79,CAM98,NGC 6818,MASH,295.99102,-14.15331,1.1354701427851968,1.845717397754066,0.7102472549688692
25.9268818,-0.9845861,280.5335125,-6.6820306,138,Pe 1-14,45,108,CAM98,PN Pe 1-14,MASH,280.53351,-6.68203,0.2891643452240831,2.8389495303546077,2.5497851851305247
26.2215391,-3.4493853,282.8804167,-7.5413889,139,G026.2-03.4,7,69,MASH,PN G026.2-03.4,MASH,282.88042,-7.54139,1.351077064152393,2.348936232387387,0.9978591682349938
26.4038363,2.7819109,277.3925,-4.5272222,140,G026.4+02.7,25,87,MASH,PN G026.4+02.7,MASH,277.3925,-4.52722,0.6369714771646741,2.7351821110078496,2.0982106338431756
26.9207358,-0.7643447,280.7933333,-5.6975,141,G026.9-00.7,56,118,MASH,PN G026.9-00.7,MASH,280.79333,-5.6975,0.29665188564478534,3.1074812048630314,2.810829319218246
27.3893282,-3.3999033,283.3678833,-6.479675,142,A 49,31,94,CAM98,PN A66  49,MASH,283.36788,-6.47967,1.0170676314201879,1.6057266538524784,0.5886590224322905
27.6496403,16.9244791,265.4205417,3.1159,143,DeHt 2,44,107,DSS2,PN DeHt 2,MASH,265.42054,3.1159,0.8268013013085175,2.305609815718718,1.4788085144102006
27.6640434,-0.8271421,281.1904167,-5.065,144,G027.6-00.8,40,102,MASH,PN G027.6-00.8,MASH,281.19042,-5.065,1.089959413556375,2.5858563219128627,1.4958969083564877
27.8375756,2.6960572,278.1304167,-3.2958333,145,G027.8+02.7,50,112,MASH,PN G027.8+02.7,MASH,278.13042,-3.29583,0.6435108003527603,1.8364617671334513,1.192950966780691
28.0392451,10.2676448,271.5031917,0.3773806,146,WeSb 3,145,31,DSS2,PN WeSb 3,MASH,271.50319,0.37738,0.08697559712457296,2.766880187429984,2.679904590305411
28.2503012,-4.0278082,284.3222958,-5.9977194,147,Pe 1-20,12,75,CAM98,PN Pe 1-20,MASH,284.3223,-5.99772,0.3556711709513361,2.6009185835627533,2.245247412611417
28.7640196,-3.2192473,283.83125,-5.1744444,149,G028.7-03.2,40,102,MASH,PN G028.7-03.2,MASH,283.83125,-5.17444,0.13028530377109296,2.2810238816785677,2.150738577907475
29.0783614,0.4543006,280.69545,-3.2214722,150,A 48,37,99,DSS2,PN A66  48,MASH,280.69545,-3.22147,0.8448204249346101,2.922560802742561,2.077740377807951
29.2273955,-5.9419432,286.4815,-5.9924778,151,NGC 6751,81,144,DSS2,NGC 6751,MASH,286.4815,-5.99248,1.0248198323920723,2.6249463937769653,1.600126561384893
29.8215952,0.5086956,280.9870833,-2.5355556,152,G029.8+00.5,20,82,MASH,PN G029.8+00.5,MASH,280.98708,-2.53556,1.2696578272692491,2.0521760337987835,0.7825182065295344
60.0455676,-4.3343605,300.0441958,21.7153972,153,A 68,13,72,CAM98,PN A66  68,MASH,300.0442,21.7154,0.11992344690234691,3.0184286007353927,2.898505153833046
60.138406,-7.7324527,303.1783875,19.989625,154,NGC 6886,54,111,CAM98,NGC 6886,MASH,303.17839,19.98962,0.6386298103859395,2.615032980447455,1.9764031700615154
60.5236204,-0.3183356,296.5651125,24.1843528,155,K 3-45,18,78,CAM98,PN K 3-45,MASH,296.56511,24.18435,1.3978459258817764,2.5180485486406456,1.1202026227588693
60.8360329,-3.6962257,299.9014167,22.7211361,156,NGC 6853,129,6,DSS2,NGC 6853,MASH,299.90142,22.72114,1.0066788858421516,2.088574455664297,1.0818955698221453
61.3957133,3.6183943,293.2402375,26.8787083,157,He 2-437,77,138,DSS2,Hen 2-437,MASH,293.24024,26.87871,1.2917071201833117,2.1116599920362153,0.8199528718529037
61.3957133,3.6183943,293.2402375,26.8787083,158,M 1-91,77,138,CAM98,PN M 1-91,MASH,293.24024,26.87871,1.2917071201833117,2.1116599920362153,0.8199528718529037
61.4912981,-9.5711125,305.5955833,20.1046667,159,NGC 6905,161,36,DSS2,NGC 6905,MASH,305.59558,20.10467,0.37462716923856787,3.061488192821914,2.6868610235833463
62.4937594,-0.2699656,297.6189292,25.9083917,160,M 2-48,67,125,DSS2,PN M 2-48,MASH,297.61893,25.90839,0.11999006704573668,2.1900960067718263,2.0701059397260897
63.1700913,13.9781705,283.3961625,33.029175,161,NGC 6720,57,123,DSS2,NGC 6720,MASH,283.39616,33.02917,0.8197927991959001,2.3479689968843784,1.5281761976884782
64.0964492,4.2565956,294.0787917,29.5472222,162,M 1-92,130,11,CAM98,PN M 1-92,MASH,294.07879,29.54722,0.38889413262524625,2.892177438931967,2.5032833063067206
65.146557,-3.5393603,302.2706583,26.4483694,164,We 1-9,70,126,DSS2,PN We 1-9,MASH,302.27066,26.44837,0.7153072946798885,2.2051918221963693,1.4898845275164807
65.2580793,-5.6905925,304.3392667,25.3629944,165,He 1-6,122,177,DSS2,Hen 1-6,MASH,304.33927,25.36299,0.7867855869675427,3.0978067767643704,2.311021189796828
68.3507187,-2.7382226,303.4912417,29.5655389,166,He 2-459,57,113,HST,Hen 2-459,MASH,303.49124,29.56554,1.257094703565231,2.5987599315975545,1.3416652280323236
68.8575537,-0.0416521,301.1836917,31.4567833,167,M 1-75,152,28,DSS2,PN M 1-75,MASH,301.18369,31.45678,0.2694614752011921,1.7224132373067214,1.4529517621055292
69.2141639,3.8074832,297.5013042,33.7644,168,K 3-46,110,168,DSS2,PN K 3-46,MASH,297.5013,33.7644,1.4533036415426357,2.6627792435229294,1.2094756019802937
69.4755471,-2.6223897,304.0998542,30.5647694,169,NGC 6894,145,20,DSS2,NGC 6894,MASH,304.09985,30.56477,1.1057632666638622,2.928375160658068,1.822611893994206
69.6767467,-3.9407542,305.4930167,29.9894861,170,K 3-58,83,137,DSS2,PN K 3-58,MASH,305.49302,29.98949,0.8740013231922613,2.823294626960944,1.9492933037686826
71.6283532,-2.3617921,305.2657042,32.4899611,171,M 3-35,48,103,CAM98,PN M 3-35,MASH,305.2657,32.48996,0.11308180619666898,2.8539707602696693,2.740888954073
72.1991215,0.1043635,303.1986625,34.3423667,172,K 3-57,33,90,CAM98,PN K 3-57,MASH,303.19866,34.34237,1.5838961463368182,3.0550126054357896,1.4711164590989714
72.6626211,-17.1519214,319.2178083,24.1477194,173,A 74,52,99,DSS2,PN A66  74,MASH,319.21781,24.14772,1.1223037762038317,2.0825662729928824,0.9602624967890507
73.0058681,-2.4293236,306.2702917,33.5806389,174,K 3-76,134,9,CAM98,PN K 3-76,MASH,306.27029,33.58064,1.0617181929727975,1.7504821619521926,0.6887639689793952
73.2850708,-2.074382,306.1141667,34.0130556,175,GM 1-11,65,119,DSS2,GM 1-11,MASH,306.11417,34.01306,1.4057778161763037,1.7372553815785154,0.33147756540221174
74.5519487,2.1136584,302.7186,37.4114389,176,NGC 6881,139,16,CAM98,NGC 6881,MASH,302.7186,37.41144,0.773539455282179,2.6540919766100464,1.8805525213278673
75.696082,4.3768451,301.0670917,39.5924694,177,Anon,109,166,DSS2,PN G075.6+04.3,MASH,301.06709,39.59247,0.9117040325009634,2.509581073705262,1.5978770412042986
76.3725556,1.1718989,304.9930958,38.4006,178,A 69,54,108,DSS2,PN A66  69,MASH,304.9931,38.4006,0.9377918533080326,2.2148625674638107,1.2770707141557782
78.6153829,5.2210164,302.1795,42.5031083,179,Dd 1,81,137,DSS2,PN Dd 1,MASH,302.1795,42.50311,1.3733375609747276,2.380493449302883,1.0071558883281553
79.6850907,5.8308177,302.2580292,43.7287611,180,M 4-17,118,174,DSS2,PN M 4-17,MASH,302.25803,43.72876,0.5317739749051263,3.0148984350295036,2.4831244601243774
80.168336,-6.5026129,315.57825,36.6947778,181,CRL 2688,14,63,CAM98,CRL 2688,MASH,315.57825,36.69478,1.4168334775699714,1.915602572497806,0.4987690949278347
81.296082,-14.9127904,323.8725417,31.6959417,182,A 78,146,9,DSS2,PN A66  78,MASH,323.87254,31.69594,0.8153117495033418,3.0868563950701096,2.2715446455667676
82.1355968,7.0935651,302.5985833,46.4610556,183,NGC 6884,174,51,HST,NGC 6884,MASH,302.59858,46.46106,0.9636809619323558,1.7975615763693018,0.833880614436946
84.2003514,1.0911431,311.2917542,44.65405,184,K 4-55,85,135,DSS2,PN K 4-55,MASH,311.29175,44.65405,0.8966327184766409,2.5704517465761465,1.6738190280995056
84.9970434,4.48851,308.0967333,47.3473361,185,A 71,15,68,DSS2,PN A66  71,MASH,308.09673,47.34734,1.2778019860724312,1.889406909219787,0.6116049231473557
86.5412668,-8.8338965,323.2847875,39.6359917,186,Hu 1-2,129,172,CAM98,PN Hu 1-2,MASH,323.28479,39.63599,0.7414702818813858,2.5271991706751633,1.7857288887937774
87.4730277,-3.8917585,319.5309583,43.8127417,187,We 2-245,137,1,DSS2,PN We 2-245,MASH,319.53096,43.81274,0.8592840768770706,2.943574277831147,2.0842902009540762
88.7800288,-1.6802383,318.5634333,46.2882,188,NGC 7048,15,60,DSS2,NGC 7048,MASH,318.56343,46.2882,0.5494919590673121,2.6815956803936243,2.1321037213263123
89.0010542,0.3757364,316.5758708,47.8514861,189,NGC 7026,4,51,DSS2,NGC 7026,MASH,316.57587,47.85149,0.9382764302577302,2.0855941813005976,1.1473177510428674
89.8387564,-0.639007,318.5317833,47.772825,190,Sh 1-89,50,95,DSS2,Sh 1-89,MASH,318.53178,47.77282,1.0505617969615817,2.3487623401195283,1.2982005431579466
91.6488222,-4.83735,324.7041917,46.007725,191,K 3-84,3,45,CAM98,PN K 3-84,MASH,324.70419,46.00772,1.567950963549626,2.0220174435289513,0.45406647997932525
91.665352,1.8171941,317.7184375,50.7873417,192,We 1-11,49,95,DSS2,PN We 1-11,MASH,317.71844,50.78734,1.311768110038553,1.8686145818210782,0.5568464717825252
92.1177392,5.8069933,313.3063958,53.7616,193,K 3-79,132,1,DSS2,PN K 3-79,MASH,313.3064,53.7616,0.6705505607651873,2.9328284850756625,2.2622779243104754
93.3778056,-2.4544578,324.25625,48.9340611,194,M 1-79,88,129,DSS2,PN M 1-79,MASH,324.25625,48.93406,1.3416823175102,2.4024778774250652,1.0607955599148653
93.412523,5.4937418,315.1354292,54.5433833,195,NGC 7008,38,86,DSS2,NGC 7008,MASH,315.13543,54.54338,0.8705215487019151,2.1700975354681926,1.2995759867662775
94.543167,-0.8513563,323.9328208,50.9047056,196,K 3-83,100,142,CAM98,PN K 3-83,MASH,323.93282,50.90471,0.2037892203884666,2.729253884676534,2.5254646642880676
95.2569108,7.8019405,314.1126333,57.4341806,197,A 73,38,87,DSS2,PN A66  73,MASH,314.11263,57.43418,0.12303918047611315,3.0989473895223076,2.9759082090461946
96.3166321,2.3469773,322.5029583,54.457625,198,K 3-61,164,27,CAM98,PN K 3-61,MASH,322.50296,54.45762,0.6479706445931297,2.475696618908121,1.8277259743149912
97.6821667,-2.4517139,329.424225,51.6941694,199,M 2-50,52,90,CAM98,PN M 2-50,MASH,329.42422,51.69417,0.832274680038294,1.582098842295267,0.7498241622569731
100.6221641,-5.402274,335.9821875,50.9667861,201,IC 5217,90,122,CAM98,IC 5217,MASH,335.98219,50.96679,0.3347059415765204,2.6184917661256577,2.2837858245491374
101.8557233,8.7498949,321.5980833,62.892175,202,A 75,94,137,DSS2,PN A66  75,MASH,321.59808,62.89217,0.3752912133965943,2.981419510727283,2.6061282973306885
102.8276664,-5.0190432,338.6899833,52.4350583,203,A 80,19,48,DSS2,PN A66  80,MASH,338.68998,52.43506,0.3381953017897303,3.1350593711228667,2.7968640693331364
102.9816198,-2.3218588,336.5719125,54.8272417,204,A 79,20,51,DSS2,PN A66  79,MASH,336.57191,54.82724,1.1302116840973333,1.5782139849809225,0.44800230088358917
103.2234318,0.6749895,334.0162083,57.4760417,205,M 2-51,151,4,DSS2,PN M 2-51,MASH,334.01621,57.47604,0.8959421558981258,3.0312534157981874,2.1353112599000617
103.7929294,0.4543181,335.1281042,57.6060056,206,M 2-52,116,148,DSS2,PN M 2-52,MASH,335.1281,57.60601,1.2494209541625851,2.946789296285289,1.697368342122704
104.1588274,-1.4337935,337.5284,56.1982833,207,KLW 8,40,70,DSS2,KLW 8,MASH,337.5284,56.19828,0.46971169228799736,2.7903189287885235,2.320607236500526
104.1185131,7.9130125,326.535775,63.7915139,208,NGC 7139,47,86,DSS2,NGC 7139,MASH,326.53577,63.79151,1.5193569795156967,1.8868230178667926,0.3674660383510959
104.4072947,-1.6099533,338.0738333,56.1739222,209,M 2-53,95,124,DSS2,PN M 2-53,MASH,338.07383,56.17392,0.7503510299699533,2.4482226009816266,1.6978715710116732
107.8436591,2.3151734,340.0830833,61.2855833,210,NGC 7354,17,45,DSS2,NGC 7354,MASH,340.08308,61.28558,1.0507820711703608,2.4307505218945034,1.3799684507241425
110.1217264,1.9257668,344.7285708,61.9660472,211,IRAS 22568+6141,121,146,CAM98,IRAS 22568+6141,MASH,344.72857,61.96605,1.3251391567445405,1.6696509635382575,0.34451180679371696
110.6904511,-12.938766,354.795175,48.208075,212,K 1-20,154,169,DSS2,PN K 1-20,MASH,354.79517,48.20807,1.4107696459161296,2.5690441668258486,1.158274520909719
111.3866105,6.9406087,342.2590625,67.0274694,213,KjPn 6,4,32,CAM98,PN KjPn 6,MASH,342.25906,67.02747,1.0917866382986892,2.2318756386964314,1.1400890003977422
112.538691,-0.14005,351.0436333,60.9585417,214,KjPn 8,72,91,CAM98,PN KjPn 8,MASH,351.04363,60.95854,0.6103987885802865,1.8048186626531222,1.1944198740728358
112.5671032,3.7979217,348.0645583,64.654925,215,k 3-88,45,66,DSS2,PN k 3-88,MASH,348.06456,64.65492,1.0953189383075197,2.7256394977849823,1.6303205594774626
112.9138473,-10.2292317,356.9334167,51.3991389,216,A 84,172,6,DSS2,PN A66  84,MASH,356.93342,51.39914,0.9707465912382179,2.8470575280130546,1.8763109367748365
113.6150709,-6.954064,356.6946208,54.7438028,217,A 83,34,47,DSS2,PN A66  83,MASH,356.69462,54.7438,0.6519262615078687,2.2036311793609875,1.5517049178531188
114.0670441,-4.6712069,356.449225,57.06645,218,A 82,46,59,DSS2,PN A66  82,MASH,356.44922,57.06645,0.3239280108025517,2.882097760951567,2.5581697501490153
116.1730823,0.443235,358.075,62.5363889,219,We 2-262,172,4,DSS2,PN We 2-262,MASH,358.075,62.53639,1.2873464200351177,2.931682171509611,1.6443357514744932
116.2951761,8.5297181,352.9696167,70.369475,220,M 2-55,38,55,DSS2,PN M 2-55,MASH,352.96962,70.36947,0.9949387234785158,1.655144240441397,0.6602055169628812
118.4146199,8.415745,359.1516667,70.8050556,221,M 2-56,87,100,CAM98,PN M 2-56,MASH,359.15167,70.80506,1.5765097086631428,2.189097124999427,0.6125874163362843
118.7949466,8.2386067,0.3790583,70.7083139,222,A 86,115,125,DSS2,PN A66  86,MASH,0.37906,70.70831,1.3192017233952802,2.251591677282052,0.9323899538867719
119.3715382,0.3299409,5.001875,62.9842111,223,BV 5-1,53,59,DSS2,PN BV 1,MASH,5.00187,62.98421,0.24396532334340534,1.9353382482639034,1.691372924920498
119.6699008,-6.7596825,7.0650583,55.9651972,224,Hu 1-1,9,14,CAM98,PN Hu 1-1,MASH,7.06506,55.9652,0.45838013965672264,2.062410025188607,1.6040298855318844
120.0161915,9.8680785,3.2542289,72.5219681,225,NGC 40,15,24,CAM98,NGC 40,MASH,3.25423,72.52197,1.2197091598743413,2.6918960408983774,1.4721868810240362
151.4016236,0.511287,63.3635625,51.8502556,226,K3-64,120,77,CAM98,PN K3-64,MASH,63.36356,51.85026,0.4340413277950692,2.4049129139227334,1.9708715861276642
159.0604819,-15.1902341,56.8880958,35.0468056,227,IC 351,3,143,CAM98,IC 351,MASH,56.8881,35.04681,0.15020974827660763,2.987295207889908,2.8370854596133004
166.1563537,10.4755093,89.0996167,46.1048111,228,IC 2149,73,11,DSS2,IC 2149,MASH,89.09962,46.10481,1.0329852410695262,1.9669357119223223,0.9339504708527961
166.4458128,-6.5275141,70.7235,36.1148333,229,CRL 618,99,49,DSS2,CRL 618,MASH,70.7235,36.11483,1.4731477821901595,2.9852816328293494,1.51213385063919
173.5109842,3.2277856,85.6435542,36.1521639,230,Pu 2,47,169,DSS2,PN Pu 2,MASH,85.64355,36.15216,0.6728234671971316,2.0339585365364115,1.3611350693392799
